initializing
creating batch with size 10000

parameters :
init networks try count : 5
epoch count :             10
learning rate_decay : 0.500000
init done

search initial network

creating new net with id 0
training network
training done = 0.000000 dif_error = 0.000383 0.000000 0.025785    nn_error = 0.748017 0.002619 1.385378
training done = 1.000000 dif_error = 0.000390 0.000000 0.025785    nn_error = 0.500622 0.011550 1.539980
training done = 2.000000 dif_error = 0.000394 0.000000 0.025785    nn_error = 0.205405 0.002588 0.810205
training done = 3.000000 dif_error = 0.000397 0.000000 0.025785    nn_error = 0.254865 0.003857 1.129493
training done = 4.000000 dif_error = 0.000407 0.000000 0.025785    nn_error = 0.150141 0.001067 0.583637
training done = 5.000000 dif_error = 0.000388 0.000000 0.025785    nn_error = 0.174968 0.002737 0.559660
training done = 6.000000 dif_error = 0.000384 0.000000 0.025785    nn_error = 0.138151 0.001182 0.492339
training done = 7.000000 dif_error = 0.000389 0.000000 0.025785    nn_error = 0.205384 0.002468 0.723732
training done = 8.000000 dif_error = 0.000364 0.000000 0.025785    nn_error = 0.128953 0.001215 0.441754
training done = 9.000000 dif_error = 0.000386 0.000000 0.025785    nn_error = 0.170791 0.001114 0.654001
training done = 10.000000 dif_error = 0.000412 0.000000 0.025785    nn_error = 0.138509 0.002853 0.527836
training done = 11.000000 dif_error = 0.000408 0.000000 0.025785    nn_error = 0.149492 0.001532 0.526381
training done = 12.000000 dif_error = 0.000403 0.000000 0.025785    nn_error = 0.128707 0.000860 0.433436
training done = 13.000000 dif_error = 0.000390 0.000000 0.025785    nn_error = 0.147413 0.000679 0.504716
training done = 14.000000 dif_error = 0.000400 0.000000 0.025785    nn_error = 0.170985 0.003257 0.708199
training done = 15.000000 dif_error = 0.000381 0.000000 0.025785    nn_error = 0.169533 0.001831 0.703568
training done = 16.000000 dif_error = 0.000396 0.000000 0.025785    nn_error = 0.185668 0.002315 0.676373
training done = 17.000000 dif_error = 0.000368 0.000000 0.025785    nn_error = 0.170835 0.001254 0.566103
training done = 18.000000 dif_error = 0.000381 0.000000 0.025785    nn_error = 0.153001 0.001387 0.465173
training done = 19.000000 dif_error = 0.000389 0.000000 0.025785    nn_error = 0.166020 0.003133 0.501575
training done = 20.000000 dif_error = 0.000375 0.000000 0.025785    nn_error = 0.224786 0.002598 1.001192
training done = 21.000000 dif_error = 0.000379 0.000000 0.025785    nn_error = 0.260769 0.003771 0.879971
training done = 22.000000 dif_error = 0.000391 0.000000 0.025785    nn_error = 0.147990 0.001707 0.482847
training done = 23.000000 dif_error = 0.000358 0.000000 0.025785    nn_error = 0.161957 0.004263 0.576040
training done = 24.000000 dif_error = 0.000394 0.000000 0.025785    nn_error = 0.145746 0.005581 0.557676
training done = 25.000000 dif_error = 0.000409 0.000000 0.025785    nn_error = 0.169393 0.002472 0.537361
training done = 26.000000 dif_error = 0.000407 0.000000 0.025785    nn_error = 0.148241 0.004897 0.508657
training done = 27.000000 dif_error = 0.000347 0.000000 0.025785    nn_error = 0.213065 0.007010 0.801996
training done = 28.000000 dif_error = 0.000381 0.000000 0.025785    nn_error = 0.183230 0.001783 0.611828
training done = 29.000000 dif_error = 0.000391 0.000000 0.025785    nn_error = 0.141917 0.002894 0.508821
training done = 30.000000 dif_error = 0.000361 0.000000 0.025785    nn_error = 0.143245 0.002129 0.580238
training done = 31.000000 dif_error = 0.000394 0.000000 0.025785    nn_error = 0.151142 0.002895 0.482019
training done = 32.000000 dif_error = 0.000387 0.000000 0.025785    nn_error = 0.158846 0.000626 0.627447
