initializing
creating batch with size 10000

parameters :
init networks try count : 5
epoch count :             10
learning rate_decay : 0.500000
init done

search initial network

creating new net with id 0
training network
training done = 0.000000 dif_error = 0.000638 0.000000 0.026760    nn_error = 0.751942 0.004940 1.399064
training done = 1.000000 dif_error = 0.000632 0.000000 0.026760    nn_error = 0.580921 0.005877 1.443488
training done = 2.000000 dif_error = 0.000603 0.000000 0.026758    nn_error = 0.371389 0.007916 1.025138
training done = 3.000000 dif_error = 0.000608 0.000000 0.026760    nn_error = 0.304218 0.003844 0.822652
training done = 4.000000 dif_error = 0.000638 0.000000 0.026758    nn_error = 0.282501 0.003790 0.704844
training done = 5.000000 dif_error = 0.000624 0.000000 0.026760    nn_error = 0.314413 0.002534 0.667781
training done = 6.000000 dif_error = 0.000626 0.000000 0.026758    nn_error = 0.262550 0.002705 0.684805
training done = 7.000000 dif_error = 0.000613 0.000000 0.026758    nn_error = 0.254425 0.003006 0.638772
training done = 8.000000 dif_error = 0.000674 0.000000 0.026758    nn_error = 0.216476 0.002863 0.652480
training done = 9.000000 dif_error = 0.000633 0.000000 0.026758    nn_error = 0.234478 0.002253 0.637192
training done = 10.000000 dif_error = 0.000626 0.000000 0.026760    nn_error = 0.248621 0.002967 0.680842
training done = 11.000000 dif_error = 0.000623 0.000000 0.026758    nn_error = 0.251395 0.000901 0.623783
training done = 12.000000 dif_error = 0.000644 0.000000 0.026758    nn_error = 0.292468 0.001977 0.728701
training done = 13.000000 dif_error = 0.000671 0.000000 0.026758    nn_error = 0.285719 0.003077 0.759532
training done = 14.000000 dif_error = 0.000661 0.000000 0.026758    nn_error = 0.300646 0.001175 0.685908
training done = 15.000000 dif_error = 0.000627 0.000000 0.026758    nn_error = 0.270134 0.001607 0.727862
training done = 16.000000 dif_error = 0.000664 0.000000 0.026758    nn_error = 0.275266 0.002712 0.754293
training done = 17.000000 dif_error = 0.000642 0.000000 0.026760    nn_error = 0.256816 0.001620 0.721482
training done = 18.000000 dif_error = 0.000620 0.000000 0.026758    nn_error = 0.265789 0.002717 0.733273
training done = 19.000000 dif_error = 0.000617 0.000000 0.026758    nn_error = 0.289503 0.001321 0.782367
training done = 20.000000 dif_error = 0.000622 0.000000 0.026758    nn_error = 0.271152 0.001757 0.769038
training done = 21.000000 dif_error = 0.000648 0.000000 0.026758    nn_error = 0.265959 0.002561 0.762829
training done = 22.000000 dif_error = 0.000624 0.000000 0.026760    nn_error = 0.282378 0.004055 0.751419
training done = 23.000000 dif_error = 0.000675 0.000000 0.026760    nn_error = 0.275781 0.002569 0.759083
training done = 24.000000 dif_error = 0.000659 0.000000 0.026758    nn_error = 0.282064 0.002542 0.805876
training done = 25.000000 dif_error = 0.000597 0.000000 0.026758    nn_error = 0.292979 0.001819 0.789835
training done = 26.000000 dif_error = 0.000673 0.000000 0.026758    nn_error = 0.335446 0.002382 0.838550
training done = 27.000000 dif_error = 0.000649 0.000000 0.026758    nn_error = 0.309033 0.002707 0.789405
training done = 28.000000 dif_error = 0.000639 0.000000 0.026758    nn_error = 0.272657 0.001734 0.757014
training done = 29.000000 dif_error = 0.000602 0.000000 0.026760    nn_error = 0.342090 0.003960 0.840809
training done = 30.000000 dif_error = 0.000662 0.000000 0.026758    nn_error = 0.313436 0.002441 0.794891
training done = 31.000000 dif_error = 0.000612 0.000000 0.026758    nn_error = 0.306623 0.003399 0.824124
training done = 32.000000 dif_error = 0.000606 0.000000 0.026758    nn_error = 0.301645 0.002315 0.791977
